id,text,Fuente,filename
3388,"—Jeny ¿quién es el padre de la patria?
—No mame profe, no sé ni quien es el padre de mi bebé, menos el de esa pendeja.
—Reprobada.
—Ay :(",Dataset_existente,
3389,"-Que suerte que llegaste a tiempo. 
-¿Para qué? 
-Para mandarte a la concha de tu hermana.",Dataset_existente,
3390,"Sí estuvieras en una isla desierta, y te dieran a elegir entre un celular con internet ilimitado o tu familia , ¿cuál sería tu primer tuit?",Dataset_existente,
3391,"—¿Y a qué te dedicas?

—Viajo mucho.

—¿Eres piloto?

—No, fumo mota.",Dataset_existente,
3392,""" Me gustaría que tu menstruación sea la salsa de mi canelón ""

Ludwig van Beethoven",Dataset_existente,
3393,dijo la modelito: mi posición favorita para hacer el amor es mirando al shopping... #Chistes,Dataset_existente,
3394,"—¿Conoces ese gran momento cuando te levantas por la mañana y estas lleno de energía?
— Yo tampoco",Dataset_existente,
3395,Me matan esas personas que usan armas.,Dataset_existente,
3396,"Entre Star Wars y Star Trek, prefiero Star contigo vivir contigo, bailar contigo, tener contigo una noche loca.",Dataset_existente,
3397,"—Estoy embarazada de ti. 

—¡Eso es imposible, yo nací hace mucho tiempo!",Dataset_existente,
3398,"- Ayer, al salir del trabajo atropellé a un unicornio.
- No jodas, ¿tienes trabajo?",Dataset_existente,
3399,Todos somos valientes hasta que nuestra madre nos llama por nuestro nombre completo.,Dataset_existente,
3400,Los celos son para las personas que no saben usar una escopeta.,Dataset_existente,
3401,"Había un médico tan lento, tan lento que tenía que afeitar dos veces al paciente durante una cirugía.",Dataset_existente,
3402,Qué incómodo es hacer spinning sentado encima de toda la ropa que hay en la bicicleta estática.,Dataset_existente,
3403,Detrás de un gran hombre siempre hay una cuenta en un paraíso fiscal.,Dataset_existente,
3404,Había una gallina con diarrea... y tuvo un huevo revuelto.,Dataset_existente,
3405,"—Mi amor, estamos solos... la casa sola.. ¿estas pensando lo mismo que yo? —Si mi vida.... Juguemos Play Station #fb",Dataset_existente,
3406,"En halloween hay que disfrazarse de condón pinchado,
eso SI da miedo!
#chistes",Dataset_existente,
3407,"Se está muriendo gente que antes no se moría, que no había muerto nunca, que es la primera vez que se muere, que estaba viva y ya no.",Dataset_existente,
3408,Que bueno ser feo y no preocuparse por el ángulo de la selfie y esa pendejadas.,Dataset_existente,
3409,"#Chiste ‎""Era un niño tan feo, tan feo que cuando jugaba a las escondidas... nadie iba a buscarlo"" #chistes RT.",Dataset_existente,
3410,"¿Eliminar a mis tías del Facebook? JAMÁS, esas señoras son las únicas que comentan «qué guapo» en mis fotos. Las quiero mucho.",Dataset_existente,
3411,"#chistesmalos

-¿Cómo se dice psicoanalista en japonés?
-Sakudo Tukoko",Dataset_existente,
3412,Ni loco permanezco en una relación sin amor. Para divertirme tengo Twitter.,Dataset_existente,
3413,"¿Cuál es el animal que hay que sacar a pasear para que no cambie de sexo? El burro, para que no se aburra. #fb",Dataset_existente,
3414,"Me quise suicidar tomándome 100 aspirinas, pero cuando apenas iba con la segunda, me sentí mucho mejor. =)",Dataset_existente,
3415,"Me gustan las mujeres que usan lentes, porque eso significa que estan medio ciegas y tal vez pueda gustarles.",Dataset_existente,
3416,Mi sábado iba perfecto hasta que me di cuenta que era miércoles.,Dataset_existente,
3417,"“Día 23 de 365, bitácora del capitán”

—La dieta no funciona, voy por taquitos.",Dataset_existente,
3418,"No le prometas a una mujer que la llevarías hasta la luna, cuando tu nave espacial mide menos de 15cm.",Dataset_existente,
3419,"—Mamá, mama, que es ""robar""?
—Callate niño y sigue corriendo!",Dataset_existente,
3420,"A todo se acostumbra uno, menos a trabajar, madrugar y estudiar.",Dataset_existente,
3421,"- Ordenar tu cuarto y encontrar cosas que necesitabas. 

HACE UN MES.",Dataset_existente,
3422,"Borrar un ""ja"" de tu ""jajajajajajajajaja"" porque piensas que es mucho. #Tipico",Dataset_existente,
3423,"-Oye... ¿Tienes un mensaje de Voz? -Mmmmm, no. -¿Y de Woody? #fb",Dataset_existente,
3424,"Les informamos que el vuelo esta demorado...
hay que alegria!! Mi color favorito.!
#chistes",Dataset_existente,
3425,"Un amigo, escalando el cerro encontró el amor de subida... by @miguelorozco08 #fb",Dataset_existente,
3426,"-Mamá, Cuantos años es que tengo? -Trece... -Aquí las tengo pa que me las bese! JAJAJAJA, Nooo mami con el teclado noooadjqwjfhwqufhqwld",Dataset_existente,
3427,"¿Saben por qué Tarzán pela rápido los cocos? Porque tiene a Chita.

¿Entienden? ¡Hachita! JAJAJAJA

Gracias, sus likes son aplausos para mí.",Dataset_existente,
3428,"—¿Nivel de inglés?

—Alto.

—Diga una frase con «Tell Me Now».

—Para el Bayern la Champions se ha Tell Me Now...

—Contratado.",Dataset_existente,
3429,Ordenar tu cuarto y encontrar restos de la Antigua Grecia.,Dataset_existente,
3430,"“Total el dinero va y viene.”

-YO ANTES DE COMPRAR UNA PENDEJADA",Dataset_existente,
3431,Sabes que Diosito te odia cuando te acabas de bañar e inmediatamente te dan ganas de cagar.,Dataset_existente,
3432,La gente cree que el sueño de toda mujer es encontrar el hombre perfecto. PUES NO! Es comer de todo sin engordar! ツ,Dataset_existente,
3433,"Hace frío, pero nada comparado al corazón de mi ex.",Dataset_existente,
3434,"—¿Y POR QUÉ NO PUEDO SALIR EN LA FOTO? ¿ES QUE NO QUIERE QUE LO VEAN CONMIGO? —Porque es la foto para la cedula amor, no se puede —PRETEXTOS",Dataset_existente,
3435,"#chistes De qué signo es tu madre? -Debe ser de exclamación, porque se pasa el día gritándome.",Dataset_existente,
3436,"– Yo haría cualquier cosa por ti, mi amor.
– Desátame y déjame ir.
– Ah no, eso no.",Dataset_existente,
3437,"Denuncian a Di María por hablar de los árbitros. No pasa nada, me quedan 20 jugadores más para seguir mandando a criticar a los árbitros.",Dataset_existente,
3438,"Se abre el telón, aparecen tres mujeres, y tres hombres en la cama  se cierra el telón¿Que hora es?
Las tres clavadas  #chistes #humor",Dataset_existente,
3439,"Te entro como testigo de Jehova sordo, al timbre...",Dataset_existente,
3440,#chiste Toc toc! -Quien es? -La vieja INES! - Ayy la de los calzones al revés? -Nooo! la del arriendo hP! abraaa! #chistes RT,Dataset_existente,
3441,"Cuando mi mujer habla ,yo escucho…............la radio o la tele..
#CHISTES",Dataset_existente,
3442,"Si la vida fuera vodka, me la tomaría en serio.",Dataset_existente,
3443,"—Aquí están los tres Reyes Magos, Jésus.
—Yo traje oro.
—Yo incienso.
—Yo amigo, mira, bolsos, pulseras, CDs, todo bien barato, chéquele.",Dataset_existente,
3444,#ResumeTuAñoEnTresPalabras QUE TERMINE YA,Dataset_existente,
3445,"¿Porqué los judíos no se postulan para diputados, ni senadores? Porque no quieren entrar a la cámara.",Dataset_existente,
3446,"¡Tengo que estudiar!, debo estudiar, debo estutir, debo stutwi, debo eswitear, debo stwitear, debo twitear... Sí ¡Debo twittear!",Dataset_existente,
3447,Los feos deberíamos nacer al menos con dinero.,Dataset_existente,
3448,"- Ya no estamos en edad de quedarnos con las ganas  —¿Tú crees?  —Claro, ambos queremos.  —Va  —¡Mesero! Otra pizza hawaiana por favor",Dataset_existente,
3449,"Mi amor, te juro por lo que mas quiero que tu eres lo más importante en mi vi...... GOOOOOOLLLL HP! GOLAZOOOO #XD",Dataset_existente,
3450,Típico: Te rascas un ojo. Recuerdas que ibas maquillada. Eres un mapache.,Dataset_existente,
3451,"#TIPICO Los domingos se hicieron para comer tarde, dormir todo el día y quejarse porque mañana es lunes. #XD",Dataset_existente,
3452,"WHATSAPP DE TODOS
―1096 Mensajes
―7 llamadas

MI WHATSAPP
Mamá: Mijo, no olvides sacar la basura.",Dataset_existente,
3453,"En que trabajas? 
-Soy supervisor en un supermercado, Y tu ? 
-Yo soy supertaxista en un supercoche.",Dataset_existente,
3454,"A veces me siento solo, otras veces me ayudan a sentarme #xD",Dataset_existente,
3455,"Cinco niveles de temor: —El miedo —El pánico —El celular que se cae —12 llamadas perdidas de tu mamá —Y el ""tenemos que hablar...""",Dataset_existente,
3456,"Gritaba la multitud: arriba el novio, arriba la novia! y dice un borrachito: ¡Hp, déjenlos que se acomoden como quieran! #humortico",Dataset_existente,
3457,"Lo malo de que en los karaokes siempre pongan dos micrófonos, es que cuando estás cantando con madre, llega el segundo pendejo a cagarla.",Dataset_existente,
3458,"Por si los Reyes no te traen nada, recuerda que yo siempre te traigo ganas.",Dataset_existente,
3459,"Teléfono en silencio:

15 llamadas perdidas
12 mensajes
155 Whatsapp

Teléfono con sonido:

0 llamadas
0 mensajes
1 Whatsapp de tu mamá",Dataset_existente,
3460,"De Nemo aprendí que si te quiere te busca Jajajajajajaja mentira, aprendí a hablar cetáceo.",Dataset_existente,
3461,¿Cursi yo? Cursi los asteroides coorbitantes de la Tierra que a la gravedad se acercan intentando inútilmente comprender tu inefable belleza,Dataset_existente,
3462,"El cerebro funciona desde que naces, hasta que te enamoras.",Dataset_existente,
3463,"—¿Quieres novio?
—¡No!
—¿Un hombre que siempre te esté diciendo que estás bonita y que te aguante cuando se la hagas de pedo?
—Eso sí 😌",Dataset_existente,
3464,"Te amo celular hasta que la ""Batería Baja"" nos separe.",Dataset_existente,
3465,Lo que veo en matemáticas: 我不明白這我不明白這. :|,Dataset_existente,
3466,"RT @AndyGamousse: Que es un circuito??... un lugar donde hay payasuitos, caballuitos y elefantuitos @ChisteMalo",Dataset_existente,
3467,"Lo bueno de los Viernes 13 es que puedes asesinar a la persona que te cae mal, arrojarla en un bosque y todos van a pensar que fue Jason.",Dataset_existente,
3468,"Vi “The shape of water”, tache ponerle en español “La forma del agua” y no “Quisiera ser un pez para mojar mi nariz en tu pesera”.",Dataset_existente,
3469,El wey del carro de atrás cree que voy a escribir más rápido este tuit si toca el claxón un chingo de veces.,Dataset_existente,
3470,"1acto Kichner con agua hasta las rodillas
2acto Kichner con agua hasta la cintura .
 Cómo se llama la obra ? .
Bote a Kichner   #Chistes",Dataset_existente,
3471,tan comunista no seras si tienes un iphone y tienes contraseña en el WiFi 😔😔😔😔😔😔😩,Dataset_existente,
3472,"—Hijo ¿por qué tardas tanto en el baño?

—Perdón, mamá. Me metí a inhalar cocaína.

—No es cierto. Estás en twitter ¿puto vicioso?",Dataset_existente,
3473,"—Doctor me duele mucho la cintura, ¿que tengo?
— Pues dolor de cintura, usted mismo lo acaba de decir.
—Gracias doctor.
—De nada, siguiente.",Dataset_existente,
3474,Mi complejo de superioridad es mejor que el tuyo!,Dataset_existente,
3475,"—Hazme lo que quieras.
—Pues te haré sonreír.
—¿QUEEEEÉ? Ya me había bajado la tanga.",Dataset_existente,
3476,"“Igual ya fue” 

Yo después de haber llorado 365 días",Dataset_existente,
3477,"Hoy en el metro le di una nalgada a una flaquita nalgona y me dijo “enfermo”. Aparte de nalgona, adivina. ¿Cómo supo que tengo gripa?",Dataset_existente,
3478,que tango es este : toc toc toc toc : tan golpeando .#CHISTES #fFINO,Dataset_existente,
3479,El profesor de quimica le pregunta a Ninel Conde: a que corresponde la formula H2O+CO+CO - ayy tampoco soy tan bruta eso es AGUA DE COCO!,Dataset_existente,
3480,"Plantar un árbol ✔
Escribir un libro ✔
Criar un hijo ✔ ✔ ✔ ✔ ✔ ✔ ✔ ✔ ✔ ✔ ✔

(La lista de Angelina Jolie).",Dataset_existente,
3481,"- le llamamos por una encuesta. ¿Su nombre?
- Adán.
- ¿el de su mujer?
- Eva.
- Increíble, ¿la serpiente vive aquí también?
- Si ¡¡SUEGRAA!!",Dataset_existente,
3482,"Tuitéan ""series"" y me recuerdan que todavía me faltan 2 para terminar las 10 de abdominales que me pidió mi personal trainer en 2003.",Dataset_existente,
3483,"No todos los hombres somos iguales, todos la cagamos de una forma diferente.",Dataset_existente,
3484,"#LaPeliQueMeHizoLlorar Terminator Génesis, llore por tirar 80 pesos a la basura.",Dataset_existente,
3485,"En clase: 1+1=2. Ejercicios para casa: 1+2+1=4. Examen: Pablo compró 4 uvas, se comió una y le dio otra a Pedro, calcula la masa del Sol.",Dataset_existente,
3486,"-Mamá, no me gusta la hija del vecino. -Entonces comé las papas.",Dataset_existente,
3487,"-Papi, ¡feliz día del abuelo! -Ay hijita pero no tengo ningún nieto. -¡SORPRESAAA! #chiste",Dataset_existente,
3488,"Tomarse fotos con un iPad, es como comer con una pala, o tomar café en una taza del baño.",Dataset_existente,
3489,"Mi amigo deja todo por la mitad, es un tipo de principios",Dataset_existente,
3490,"Acabo de subirme a un taxi y como el chofer no contó ninguna historia, tuve que contarla yo, para mantener el equilibrio del universo.",Dataset_existente,
3491,Te subestimé al decirte pelotudo. Sos mucho más que eso.,Dataset_existente,
3492,"Buenos días, no dejen que el lunes se interponga en sus planes de seguir fracasando toda la semana.",Dataset_existente,
3493,Cuando tomo no manejo... Es más cuando ando sobrio tampoco... No tengo carro.,Dataset_existente,
3494,"Cómo hacer feliz a una mujer en 500,000 sencillos pasos.",Dataset_existente,
3495,"A ver gatas, la que esté libré de pecado que aviente la primera prueba de embarazo.",Dataset_existente,
3496,-Soñé contigo. -Awwww que tier... -Te morías.,Dataset_existente,
3497,"— CONVERSACION DESDE FACEBOOK: — Hola, ¿me podrías decir la hora? 
— √ Visto: 18:57 
— Gracias, muy amable. #XD #JAJAJA",Dataset_existente,
3498,Madurar es pasar de tener sueños a tener sueño,Dataset_existente,
3499,"RT @CesarKatsuragi: RT: @machocabrio: ¿Cuánto tiempo tardará Michael Jackson en biodegradarse? Como 2 millones de años, ¿no?",Dataset_existente,
3500,"Me molesta cuando alguien se siente portavoz de otras personas, y creo que hablo por todos cuando digo esto.",Dataset_existente,
3501,Si tomás Actimel y usás Jabón Espadol tenés DOS campos de fuerza???,Dataset_existente,
3502,"— ¿Aló, hablo con el Hospital Infantil? — Ti, ¿qué le lele?",Dataset_existente,
3503,"Si amas a alguien, drógalo con cloroformo y átalo en tu cama. Si se queda, es tuyo; si logra huir, dispárale mientras corre.",Dataset_existente,
3504,"— ¿Qué prefieres, dormir o quedarte despierta conmigo?

— Buenos días, me quedé dormida.",Dataset_existente,
3505,"-mama mama en el colegio me llaman despistado
-no tiene ningun mensaje nuevo , aprete el dos para mas opciones
#chistes #humor",Dataset_existente,
3506,Que hace un leproso tirandose de un puente?... Juega al tetris!,Dataset_existente,
3507,Bajé UN kilo y me siento Scarlett Johansson,Dataset_existente,
3508,"—Terminé con mi novia.
—¿Por qué?
—Ya no la entendía.
—¿Qué te decía?
—T3 am0o muxX0op mIi am0orsx.
—Ahh pues sí estaba cabrón.",Dataset_existente,
3509,No quiero leer los tuits de 280 caracteres. Voy a esperar que los hagan películas.,Dataset_existente,
3510,Vivo con miedo de estacionarme entre dos autos del mismo color y desaparecer como en Candy Crush.,Dataset_existente,
3511,"—¿Cómo pudiste tirarte a mi hermana? —Lo siento, estaba desnuda enfrente de mí, ¿qué querías que hiciera? —La autopsia, ¡IMBÉCIL!",Dataset_existente,
3512,"Al final no vamos a saber de quien es el hijo del Arsenal que nacerá en unos meses, nos lo estamos follando todos grandes en la Premier.",Dataset_existente,
3513,"-Papá, soy lesbiana  -¡¿QUÉ?! -Yo también, papá  -¡Carajo! ¡¿Qué a nadie en esta casa le gustan los hombres?! -¡A MÍ! -¡Tu cállate Alejandro",Dataset_existente,
3514,"—Tranquila, no te sientas mal, dios es la respuesta a todo.
—Pero ¿tú me amas? 
—Dios.",Dataset_existente,
3515,"—Cuelga tú
—No, cuelga tú
—No, tú
—Ya, cuelga tú
(Dos chachas tendiendo la ropa)",Dataset_existente,
3516,"— Doctor! ¿Cuanto tiempo puede vivir una persona sin cerebro? — Calculemos, ¿que edad tienes tu?",Dataset_existente,
3517,"¿Tú crees en el amor eterno? -Pues claro, yo he tenido doce o trece de esos.",Dataset_existente,
3518,"-Mamá, mamá, en el colegio me dicen huérfano... mamá? mamá!!! mamitaaaaa porque te tenias que ir, mamita nooooo...",Dataset_existente,
3519,"—¿Qué pasó? traes los ojos muy rojos
—¡LO ACEPTO AMOR, FUMÉ MARIHUANA!
—A mí no me haces tonta, lloraste porque se murió Juan Gabriel. 🙄
—😭",Dataset_existente,
3520,"De día me quiero dormir en todos lados mientras que de noche estoy lleno de energía y me falta el sueño.

Conclusión: Soy Batman.",Dataset_existente,
3521,"No te deseo el mal, pero ojalá que cuando estés pensando, lo primero que se te venga a la cabeza sea una bala perdida.",Dataset_existente,
3522,"Científicos han demostrado que el efecto de las Tetas Caídas, es producto de la 'GRAVE-EDAD'",Dataset_existente,
3523,"Hay una  lechuga que se emborrachó en el salad bar.
#chistes",Dataset_existente,
3524,"Mi novia se enojó conmigo otra vez, aparentemente volví a respirar mal.",Dataset_existente,
3525,El taquero es mi mejor amigo. Me da alimento y yo le doy para que él se pueda alimentar después. No es negocio. Es amistad. Es amor.,Dataset_existente,
3526,"¿Y la novia, hijo? Ya llevas rato soltero. ¿Y la dieta, tía? Ya llevas seis platos.",Dataset_existente,
3527,"—Mi vida te amo, ahora dímelo tú.

—Melotú.

—Ya no te soporto más, ¡Divorcio!

—¡VORCIO, JAJAJÁ!

—Idiota!

—¡OTA, JAJAJÁ!",Dataset_existente,
3528,"—Mi amor, tú eres mi droga —¡Ay, lindo! ¿en serio? —Sí, me cuestas mucho dinero y estás arruinando mi vida! #fb",Dataset_existente,
3529,"- Hola mi amor ¿me quieres?
- ¡Si!
- ¿Cuánto?
- ¡Mucho!
- ¿Hasta dónde?
- Hasta mañana, ya duérmete...
#Chistes ...",Dataset_existente,
3530,Sufrir por la distancia es que no te llegue el cargador del celular a la cama.,Dataset_existente,
3531,¡Mira disimuladamente!... Y tu amigo gira la cabeza como el exorcista.,Dataset_existente,
3532,"-Te invito a comer algo que hizo mi mamá.

- ¿Qué es? 

-YO :w",Dataset_existente,
3533,No dejes para mañana lo que puedas comer hoy.,Dataset_existente,
3534,—¡Cancelar! —¡¡Cancelar!! —¡¡¡Canceelar!!! —¡¡Caancelarrr!! —¡CANCELAARR! —Tu mensaje ha sido enviado con éxito. —Mierda :(,Dataset_existente,
3535,BREAKING NEWS: Plancha que sacó el 5 de Oro compró la panadería Baipa de Atlántida y le puso BAIPAÍ,Dataset_existente,
3536,"Te iba a stalkear, pero mejor me tomo un chocomilk con esta leche que caducó en marzo del 2013. Me va a hacer menos daño.",Dataset_existente,
3537,"-Papá, q me traerán los Reyes este año? -Que te trajeron el año pasado? -Un globo -Pues ahora te lo van a inflar! by @starwhite6990 #fb",Dataset_existente,
3538,"-Disculpame, ¿trabajas acá?
-No, la remera del super me la gané en un sorteo, lo mismo con el balde, el escurridor y el trapo. Vieja puta.",Dataset_existente,
3539,"¿Cómo se llama la máquina que hace Antonios?
Antonio Machín.",Dataset_existente,
3540,"—Vete a dormir abuelo.
—¿Por qué?
—Porque tienes cara de sueño.
—Tú tienes cara de puta y no te mando a coger.
— ¡ABUELO!",Dataset_existente,
3541,"—Una hamburguesa doble carne, con queso y tocino
—¿Que salsa le pongo?
—Póngase esa que dice ""Una aventura, es más divertida si huele....""🎶🎶",Dataset_existente,
3542,Cuando muere un mimo hago un minuto de ruido,Dataset_existente,
3543,Vayamos al grano. (Un dermatólogo)  #fb,Dataset_existente,
3544,-¿Tu haces el amor conmigo por Amor o por Interés? -¡Por AMOR! -Entonces ponle interés malparida... muevete! by @Pradito_86 #fb,Dataset_existente,
3545,"-Oye María, a mi hijo le he puesto gafas. -¡Pues que nombre más feo! #chistes",Dataset_existente,
3546,"Las reglas se hicieron para romperse Juanito. 8 años. Rompe reglas, escuadras y compases. Es todo un desmadre.",Dataset_existente,
3547,"Homosexual:

Hombre que siente atracción sexual por otro hombre.

Puto:

El que agarra al Real Madrid o al Barcelona en el FIFA.",Dataset_existente,
3548,"""Propongo que compremos 20 cajas registradoras, pero solo abramos 4"".

—Todos los supermercados.",Dataset_existente,
3549,"#TerapiaDeRisas dos gallegos caminando ven un cartel ""aceros inoxidables"" uno le dice al otro: y si nos hacemos?",Dataset_existente,
3550,"Dice al camarero: -Por favor ¿me pone una cerveza? El camarero va hacia el grifo: -¿De presión? -No, alcoholismo",Dataset_existente,
3551,Puedo recordar los atajos de Mario Bros que aprendí hace dos décadas pero ya olvidé a qué vine a la cocina.,Dataset_existente,
3552,"— ¿Eres bipolar? 
— Sí. 
— ¿Segura? 
— No.",Dataset_existente,
3553,Cuál es el vino más amargo: vino mi suegra... #chistes #humor,Dataset_existente,
3554,"#FRASES: La verdadera felicidad está en las pequeñas cosas: una pequeña mansión, un pequeño yate, una pequeña fortuna.
#CHISTES rt.",Dataset_existente,
3555,"—¿Y cómo vas con tu dieta?
—El doble de bien.
—¿Por qué dices eso?
—Es que estoy haciendo dos, porque con una me quedaba con hambre.",Dataset_existente,
3556,"Yo debería ser despachador de gasolina, porque te echo de menos.",Dataset_existente,
3557,Pinocho siempre al palo..,Dataset_existente,
3558,"-Mami, ¿por que los hombres se llaman MEN en inglés? - Porque son MENdigos, MENtirosos, MENsos y MENcabrona, Pero MEN cantan!",Dataset_existente,
3559,"2 antenas de TV se conocieron en un techo y se casaron, la ceremonia estuvo bonita, pero la RECEPCION fue excelente! #fb",Dataset_existente,
3560,"Soy el hombre de tus sueños
Atte: Fredy Cruger #xD #JAJAJA #RT",Dataset_existente,
3561,"Juan, cómo has cambiado!!
-Es que no soy Juan.
 #chistes #humor",Dataset_existente,
3562,"No es: ""dormir de más"", es: ""luchar por tus sueños"".",Dataset_existente,
3563,"Nací para ser rico, lo que me falta es el dinero.",Dataset_existente,
3564,"mamá,mamá, cres que soy fea?? -No hija tienes todo lo que un hombre quiere... 
pelo en pecho,espalda amplia y voz gruesa #XD",Dataset_existente,
3565,"Ya quiéreme, ya no quiero seguir levantando la mano cuando el DJ pregunta: ""¿dónde está la gente soltera?"". ☹️",Dataset_existente,
3566,"— Mamá, aún no sé qué estudiar. — ¿Qué te gusta? — Dormir, comer y andar en twitter.",Dataset_existente,
3567,"—Describe nuestra relación en dos palabras.
—¿Nuestra qué?",Dataset_existente,
3568,"Ayer comí con un adicto al ajedrez, teníamos un cubremesa a cuadros y le tomó 2 horas pasarme la maldita sal...",Dataset_existente,
3569,"—Mamá, ya me voy a buscar algunos Pokémon. —¿No puedes ir mejor a drogarte y emborracharte como los hijos normales?",Dataset_existente,
3570,"#chiste: llega pepito
mama mama hay una cucaracha gay!!!!
por que sabes que es gay?
porque salio del closet #chistes RT",Dataset_existente,
3571,"— Bueno y cuéntame, ¿quién te gusta?
— Empieza con “T” y termina en “U”
— ¿Teodoricu?
— No, Tú!
— A mí no me engañas, te gusta Teodoricu :'(",Dataset_existente,
3572,"—Hola, ¿quieres salir conmigo?   

—Claro que si, mira aquí es la salida, hasta luego.",Dataset_existente,
3573,"*TOC TOC*.—¿Quién es? —Somos los ladrones —Uf, menos mal creí que eran los testigos de Jehová.",Dataset_existente,
3574,"¿Qué le dijo la cuchara a la sopa? ¡Me voy, pero volveré!",Dataset_existente,
3575,"Mama ¿qué es la relatividad?
- Depende...",Dataset_existente,
3576,"Tres amigas alquilan un cuarto en un hotel, ¿A qué hora lo alquilaron? :
Un cuarto para las tres. #CHISTES",Dataset_existente,
3577,"-Doctor, tengo el pene como un nene de 5 años. -¿Tan chiquito? -Ma que chiquito! Como un nene de 5 años, ¡un metro de largo!",Dataset_existente,
3578,"-Doctor, mi mujer está a punto de dar a luz. -¿Es su primer hijo? -No, soy su marido...",Dataset_existente,
3579,"Mi teléfono tiene un mecanismo especial incorporado que me alerta cuando ya estuve sentado mucho tiempo en el baño, se llama ""batería baja"".",Dataset_existente,
3580,""" No importa la distancia cuando el destino es tu cola ""

Marco Polo ( llegando a Asia Oriental )",Dataset_existente,
3581,"mama te tengo una buena y una mala noticiaa
-a ver cual es la mala?
-en el colegio me dicen gay
-y la buena?
-sali reina de belleza #xD",Dataset_existente,
3582,¿Cuál es el vino más peligroso? - no me vino    #CHISTES,Dataset_existente,
3583,"¿Qué le dijo una VAGINA a un PENE?
• • • • • • • • • • • • • • • • • • • • • •
¿Qué haces ahí parado? ¡ENTRA! #xD #RT",Dataset_existente,
3584,"—Amiga, ¿con cuántos hombres te has acostado? —Con cuatro. —Ahhh no son tantos. —Sí, esta semana estuvo tranquila.",Dataset_existente,
3585,"—Perdón por tardar en contestar, me estaba bañando.
—¿Desde la semana pasada?
—Es que soy muy limpio.",Dataset_existente,
3586,"—Mamá, en la escuela un extraño nos ofreció drogas. 
—¿Y qué hiciste? 
—Le compré al de siempre. 
—Asi es hijo, a desconocidos nada.",Dataset_existente,
3587,"—¿Quieres coger? —Lo siento, tengo la regla. —¿La regla? ¡Pero si eres hombre! —. . .La regla de no coger con feas.",Dataset_existente,
3588,"-¿Doctor, que es lo que tengo? -Sabe como se dice ""dos más"" en inglés -¿Two more? -Exacto, tienes un two more maligno.",Dataset_existente,
3589,No me caes mal pero ojala te de un ataque de estornudos cuando tengas diarrea,Dataset_existente,
3590,"Entre amigas: -Anoche tenía la vagina como una nevera! -Fría? -No, con chorizo, lengua, huevos y mucha leche. #fb",Dataset_existente,
3591,No sé si Netflix necesita más series o yo necesito más amigos.,Dataset_existente,
3592,"Supe que Twitter estaba arruinando mi vida cuando, en pleno sexo mi novia gritó '¡Sigue! ¡Sigue!', y yo respondí ¿A quién, A QUIÉN?",Dataset_existente,
3593,Me acabo de quitar un pelo de la nariz y me acaban de convalidar hasta 4º curso de Ópera,Dataset_existente,
3594,"#chiste Hola arroZ. -¿como me llamaste? - Hay disculpa, yo y mi mala costumbre de decir las cosas al revés #chistes RT",Dataset_existente,
3595,#BuenLunes y recuerden: Nadie sabe lo que tiene hasta que viene su madre y dice: ¿Esto te sirve o lo tiro?,Dataset_existente,
3596,"- ¿Yo mentir? ¿YO MAMÁ? ¿O TAL VEZ DEBERÍA DECIR RATONCITO PÉREZ?  -PERDÓN POR MENTIR, REYES MAGOS -Es que  -PAPÁ NOEL",Dataset_existente,
3597,-¿Cómo hacés para tener el pelo tan lindo?  -Me tiran semen en la cara  -¿Y eso te lo deja así?  -No. El peluquero. Pero no labura gratis,Dataset_existente,
3598,"- Hija ¿vienes del Zoológico?

- No Papá, ¿Por qué?

- ¿Y ese Chango?

- Ay Papá!! Ya deja a mi novio en paz!!!!",Dataset_existente,
3599,"Llega un hombre a una tienda con un par de viejas al lado y dice: Véndame 3 gaseosas. 
-Familiares? 
- No, son put@s pero también tienen sed",Dataset_existente,
3600,"¿En qué se parece un hombre a un caracol?
En que son babosos, se arrastran por el suelo, y se creen que la casa e...",Dataset_existente,
3601,"—¿Y la magia dónde está? ¡YA SACA A ESA CABRONA DE LA CAJA!
—¡Abuelo, cállate! Estamos en un funeral.",Dataset_existente,
3602,"—Oye, ¿tu crees en los alienígenas?
—Claro wey.
—¿En los unicornios?
—Pues Ahuevo.
—¿Y en el amor?
—JAJAJÁ no mames, esa madre no existe.",Dataset_existente,
3603,En navidad hay que ponerse en pedo sí o sí. Jesús no transformó el agua en vino para que se pongan a tomar mate o Coca Cola en su cumple.,Dataset_existente,
3604,"""Tu invades mi cabeza"" 

—Juanita, 10 años, tiene piojos.",Dataset_existente,
3605,"—¡Doctor, se nos está yendo el paciente! 
—Pues sí pendejo, ya lo di de alta.",Dataset_existente,
3606,"—Oficina del señor Pérez.

—Señorita ¿mi esposo ya se vino?

—Sí señora, dos veces y ya se quedó bien dormidito.

Feliz Día de la Secretaria",Dataset_existente,
3607,"—Me compré una casa.
—¿Es grande?
—Pues si quieres te la muestro, pero yo te quería hablar de la casa.",Dataset_existente,
3608,¿Qué es una galleta? Una dona virgen... ¿Qué es una dona? ¡Una galleta feliz! #fb,Dataset_existente,
3609,-¿No te cansas de decir tantas estupideces? -Ni que las dijera corriendo...,Dataset_existente,
3610,"- Disculpe, ¿es aquí donde ayudan a los alcohólicos?
- Si, ¿en qué lo puedo ayudar?
- Es que me faltan 10 pesos p...",Dataset_existente,
